champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Senna,Shen,235,98,3.0,2.74,0.4331,0.5669,0.524,0.464,0.5541,0.4459,0.5275,0.4798,0.1282,0.0091,0.2869,0.1132
Xerath,Pantheon,101,80,2.45,1.88,0.4845,0.5155,0.465,0.428,0.5259,0.4741,0.4949,0.475,0.0765,0.0303,0.0488,0.1074
Thresh,Zilean,412,26,2.5,3.07,0.54,0.46,0.393,0.445,0.4747,0.5253,0.5061,0.5211,0.2263,0.0313,0.2708,0.0063
Soraka,Karma,16,43,2.72,2.79,0.4139,0.5861,0.27,0.399,0.5093,0.4907,0.4954,0.4778,0.0255,0.0668,0.0011,0.007
Vel'Koz,Janna,161,40,2.1,2.85,0.5473,0.4527,0.421,0.395,0.458,0.542,0.4896,0.5141,0.0151,0.0272,0.0012,0.0017
Sona,Zilean,37,26,2.61,3.43,0.4294,0.5706,0.458,0.397,0.4375,0.5625,0.4996,0.5211,0.0077,0.0313,0.0003,0.0063
Lux,Shaco,99,35,2.32,2.4,0.5293,0.4707,0.435,0.433,0.4753,0.5247,0.4834,0.5025,0.041,0.0249,0.0037,0.2796
Sona,Pantheon,37,80,2.63,2.12,0.4293,0.5707,0.478,0.454,0.5078,0.4922,0.4996,0.475,0.0077,0.0303,0.0003,0.1074
Swain,Thresh,50,412,2.33,2.52,0.5136,0.4864,0.502,0.447,0.5053,0.4947,0.4792,0.5061,0.0193,0.2263,0.0096,0.2708
Poppy,Blitzcrank,78,53,2.29,2.62,0.4594,0.5406,0.442,0.407,0.4851,0.5149,0.4897,0.5082,0.0078,0.1009,0.0385,0.1231
Veigar,Xerath,45,101,1.77,2.7,0.3743,0.6257,0.386,0.451,0.4592,0.5408,0.5082,0.4949,0.006,0.0765,0.0007,0.0488
Galio,Maokai,3,57,2.5,2.37,0.4926,0.5074,0.458,0.433,0.4702,0.5298,0.4798,0.5238,0.0372,0.0516,0.0388,0.0109
Zac,Nami,154,267,2.87,2.79,0.6302,0.3698,0.486,0.441,0.5114,0.4886,0.5024,0.4874,0.0087,0.0147,0.0074,0.001
Galio,Shaco,3,35,2.29,2.91,0.508,0.492,0.427,0.481,0.4499,0.5501,0.4798,0.5025,0.0372,0.0249,0.0388,0.2796
Thresh,Poppy,412,78,2.71,2.34,0.4994,0.5006,0.439,0.439,0.4975,0.5025,0.5061,0.4897,0.2263,0.0078,0.2708,0.0385
Zilean,Zyra,26,143,2.93,2.01,0.4851,0.5149,0.409,0.403,0.5146,0.4854,0.5211,0.5229,0.0313,0.0265,0.0063,0.0031
Zac,Rell,154,526,3.43,2.01,0.6039,0.3961,0.52,0.404,0.5526,0.4474,0.5024,0.4836,0.0087,0.0364,0.0074,0.0666
Swain,Janna,50,40,2.24,2.74,0.5545,0.4455,0.466,0.431,0.5169,0.4831,0.4792,0.5141,0.0193,0.0272,0.0096,0.0017
Rell,Lulu,526,117,2.11,3.26,0.4598,0.5402,0.369,0.438,0.4728,0.5272,0.4836,0.5068,0.0364,0.1701,0.0666,0.1765
Rell,Soraka,526,16,2.2,2.87,0.5,0.5,0.373,0.346,0.5008,0.4992,0.4836,0.4954,0.0364,0.0255,0.0666,0.0011
Bard,Poppy,432,78,3.01,2.31,0.4653,0.5347,0.467,0.428,0.5647,0.4353,0.5076,0.4897,0.031,0.0078,0.0016,0.0385
Neeko,Pantheon,518,80,1.85,2.2,0.4305,0.5695,0.414,0.458,0.4708,0.5292,0.483,0.475,0.0063,0.0303,0.0021,0.1074
Sett,Morgana,875,25,1.87,2.72,0.4704,0.5296,0.4,0.467,0.4488,0.5512,0.4539,0.493,0.0402,0.0487,0.104,0.4907
Shen,Gragas,98,79,2.86,2.61,0.4519,0.5481,0.49,0.443,0.475,0.525,0.4798,0.5053,0.0091,0.0145,0.1132,0.0033
Xerath,Karma,101,43,2.5,2.45,0.5628,0.4372,0.435,0.385,0.5243,0.4757,0.4949,0.4778,0.0765,0.0668,0.0488,0.007
Morgana,Anivia,25,34,2.23,2.15,0.4747,0.5253,0.406,0.421,0.4971,0.5029,0.493,0.5007,0.0487,0.0066,0.4907,0.0462
Thresh,Galio,412,3,2.71,2.35,0.5193,0.4807,0.442,0.452,0.5109,0.4891,0.5061,0.4798,0.2263,0.0372,0.2708,0.0388
Maokai,Thresh,57,412,2.25,2.65,0.4785,0.5215,0.421,0.443,0.519,0.481,0.5238,0.5061,0.0516,0.2263,0.0109,0.2708
Seraphine,Zilean,147,26,2.31,3.23,0.4485,0.5515,0.373,0.425,0.4549,0.5451,0.4769,0.5211,0.0209,0.0313,0.0064,0.0063
Shen,Lulu,98,117,2.67,3.39,0.4985,0.5015,0.449,0.408,0.4685,0.5315,0.4798,0.5068,0.0091,0.1701,0.1132,0.1765
Morgana,Alistar,25,12,2.7,2.33,0.5715,0.4285,0.472,0.381,0.514,0.486,0.493,0.5015,0.0487,0.1226,0.4907,0.0699
Poppy,Shen,78,98,2.7,2.45,0.5204,0.4796,0.465,0.428,0.4697,0.5303,0.4897,0.4798,0.0078,0.0091,0.0385,0.1132
Senna,Sett,235,875,3.02,2.0,0.4433,0.5567,0.546,0.423,0.5773,0.4227,0.5275,0.4539,0.1282,0.0402,0.2869,0.104
Maokai,Alistar,57,12,2.35,2.66,0.4894,0.5106,0.432,0.422,0.5027,0.4973,0.5238,0.5015,0.0516,0.1226,0.0109,0.0699
Pyke,Bard,555,432,2.31,2.35,0.6361,0.3639,0.459,0.462,0.5121,0.4879,0.4923,0.5076,0.0666,0.031,0.0406,0.0016
Maokai,Lulu,57,117,2.28,3.0,0.4798,0.5202,0.398,0.394,0.525,0.475,0.5238,0.5068,0.0516,0.1701,0.0109,0.1765
Zilean,Seraphine,26,147,3.23,2.31,0.5515,0.4485,0.425,0.373,0.5451,0.4549,0.5211,0.4769,0.0313,0.0209,0.0063,0.0064
Rell,Xerath,526,101,2.06,2.69,0.4827,0.5173,0.373,0.485,0.4695,0.5305,0.4836,0.4949,0.0364,0.0765,0.0666,0.0488
Senna,Veigar,235,45,2.85,2.22,0.4836,0.5164,0.501,0.434,0.5199,0.4801,0.5275,0.5082,0.1282,0.006,0.2869,0.0007
Pyke,Xerath,555,101,2.16,2.06,0.603,0.397,0.448,0.434,0.5154,0.4846,0.4923,0.4949,0.0666,0.0765,0.0406,0.0488
Nautilus,Taric,111,44,2.39,2.88,0.5191,0.4809,0.404,0.411,0.4668,0.5332,0.5034,0.4856,0.1122,0.0077,0.0565,0.0006
Soraka,Anivia,16,34,2.66,2.11,0.4089,0.5911,0.287,0.397,0.528,0.472,0.4954,0.5007,0.0255,0.0066,0.0011,0.0462
Taric,Pyke,44,555,2.59,2.46,0.4191,0.5809,0.406,0.468,0.5123,0.4877,0.4856,0.4923,0.0077,0.0666,0.0006,0.0406
Nami,Neeko,267,518,2.94,1.99,0.4713,0.5287,0.443,0.4,0.5191,0.4809,0.4874,0.483,0.0147,0.0063,0.001,0.0021
Maokai,Xerath,57,101,2.1,2.49,0.4696,0.5304,0.391,0.458,0.5213,0.4787,0.5238,0.4949,0.0516,0.0765,0.0109,0.0488
Alistar,Janna,12,40,2.37,3.0,0.517,0.483,0.376,0.427,0.4786,0.5214,0.5015,0.5141,0.1226,0.0272,0.0699,0.0017
Vel'Koz,Zac,161,154,2.1,2.62,0.4494,0.5506,0.433,0.458,0.4231,0.5769,0.4896,0.5024,0.0151,0.0087,0.0012,0.0074
Brand,Senna,63,235,1.91,2.86,0.4927,0.5073,0.439,0.5,0.4998,0.5002,0.4843,0.5275,0.0165,0.1282,0.0016,0.2869
Shen,Pyke,98,555,2.56,2.41,0.4169,0.5831,0.458,0.482,0.5,0.5,0.4798,0.4923,0.0091,0.0666,0.1132,0.0406
Blitzcrank,Bard,53,432,2.55,2.69,0.627,0.373,0.4,0.474,0.5276,0.4724,0.5082,0.5076,0.1009,0.031,0.1231,0.0016
Leona,Taric,89,44,2.56,2.7,0.5408,0.4592,0.396,0.382,0.4836,0.5164,0.5252,0.4856,0.1396,0.0077,0.3998,0.0006
Xerath,Lux,101,99,2.47,2.06,0.5608,0.4392,0.441,0.412,0.5431,0.4569,0.4949,0.4834,0.0765,0.041,0.0488,0.0037
Maokai,Morgana,57,25,2.06,2.63,0.4173,0.5827,0.384,0.451,0.5179,0.4821,0.5238,0.493,0.0516,0.0487,0.0109,0.4907
Shen,Zac,98,154,2.89,3.0,0.4167,0.5833,0.481,0.477,0.4706,0.5294,0.4798,0.5024,0.0091,0.0087,0.1132,0.0074
Nami,Xerath,267,101,2.81,2.35,0.4831,0.5169,0.39,0.432,0.4981,0.5019,0.4874,0.4949,0.0147,0.0765,0.001,0.0488
Rell,Brand,526,63,2.13,1.97,0.5169,0.4831,0.39,0.471,0.5018,0.4982,0.4836,0.4843,0.0364,0.0165,0.0666,0.0016
Shen,Galio,98,3,2.86,2.43,0.5075,0.4925,0.47,0.476,0.5655,0.4345,0.4798,0.4798,0.0091,0.0372,0.1132,0.0388
Janna,Blitzcrank,40,53,2.71,2.55,0.3952,0.6048,0.415,0.394,0.4922,0.5078,0.5141,0.5082,0.0272,0.1009,0.0017,0.1231
Zilean,Gragas,26,79,3.4,2.13,0.4532,0.5468,0.461,0.386,0.5071,0.4929,0.5211,0.5053,0.0313,0.0145,0.0063,0.0033
Anivia,Sett,34,875,2.55,1.77,0.5238,0.4762,0.443,0.386,0.5533,0.4467,0.5007,0.4539,0.0066,0.0402,0.0462,0.104
Blitzcrank,Poppy,53,78,2.62,2.29,0.5406,0.4594,0.407,0.442,0.5149,0.4851,0.5082,0.4897,0.1009,0.0078,0.1231,0.0385
Vel'Koz,Rakan,161,497,2.24,2.82,0.5386,0.4614,0.439,0.395,0.485,0.515,0.4896,0.5,0.0151,0.028,0.0012,0.0017
Soraka,Morgana,16,25,2.68,2.51,0.4536,0.5464,0.293,0.416,0.4867,0.5133,0.4954,0.493,0.0255,0.0487,0.0011,0.4907
Vel'Koz,Veigar,161,45,2.36,1.92,0.6187,0.3813,0.422,0.402,0.5472,0.4528,0.4896,0.5082,0.0151,0.006,0.0012,0.0007
Shen,Zyra,98,143,3.07,1.98,0.5761,0.4239,0.453,0.428,0.5263,0.4737,0.4798,0.5229,0.0091,0.0265,0.1132,0.0031
Zilean,Janna,26,40,3.2,2.72,0.5682,0.4318,0.401,0.378,0.5131,0.4869,0.5211,0.5141,0.0313,0.0272,0.0063,0.0017
Seraphine,Rell,147,526,2.79,2.15,0.535,0.465,0.451,0.385,0.514,0.486,0.4769,0.4836,0.0209,0.0364,0.0064,0.0666
Seraphine,Pyke,147,555,2.09,2.49,0.3821,0.6179,0.41,0.467,0.4458,0.5542,0.4769,0.4923,0.0209,0.0666,0.0064,0.0406
Rell,Sett,526,875,2.33,2.22,0.4586,0.5414,0.439,0.481,0.5111,0.4889,0.4836,0.4539,0.0364,0.0402,0.0666,0.104
Shen,Vel'Koz,98,161,2.63,2.3,0.4038,0.5962,0.425,0.426,0.4626,0.5374,0.4798,0.4896,0.0091,0.0151,0.1132,0.0012
Swain,Vel'Koz,50,161,1.95,2.26,0.4835,0.5165,0.435,0.447,0.4435,0.5565,0.4792,0.4896,0.0193,0.0151,0.0096,0.0012
Thresh,Sona,412,37,2.71,2.66,0.5466,0.4534,0.427,0.477,0.4986,0.5014,0.5061,0.4996,0.2263,0.0077,0.2708,0.0003
Sona,Swain,37,50,2.69,2.43,0.4106,0.5894,0.487,0.492,0.5136,0.4864,0.4996,0.4792,0.0077,0.0193,0.0003,0.0096
Alistar,Shen,12,98,2.78,2.75,0.5066,0.4934,0.434,0.487,0.534,0.466,0.5015,0.4798,0.1226,0.0091,0.0699,0.1132
Seraphine,Veigar,147,45,2.47,2.1,0.4298,0.5702,0.434,0.428,0.5279,0.4721,0.4769,0.5082,0.0209,0.006,0.0064,0.0007
Yuumi,Alistar,350,12,4.04,2.75,0.5352,0.4648,0.454,0.4,0.4556,0.5444,0.4703,0.5015,0.0658,0.1226,0.0199,0.0699
Leona,Brand,89,63,2.41,1.88,0.579,0.421,0.398,0.461,0.5053,0.4947,0.5252,0.4843,0.1396,0.0165,0.3998,0.0016
Pantheon,Veigar,80,45,2.0,2.22,0.5769,0.4231,0.44,0.458,0.4949,0.5051,0.475,0.5082,0.0303,0.006,0.1074,0.0007
Swain,Shen,50,98,2.35,2.76,0.5461,0.4539,0.505,0.474,0.4758,0.5242,0.4792,0.4798,0.0193,0.0091,0.0096,0.1132
Bard,Blitzcrank,432,53,2.69,2.55,0.373,0.627,0.474,0.4,0.4724,0.5276,0.5076,0.5082,0.031,0.1009,0.0016,0.1231
Janna,Lulu,40,117,2.93,3.14,0.4059,0.5941,0.382,0.382,0.4988,0.5012,0.5141,0.5068,0.0272,0.1701,0.0017,0.1765
Rakan,Alistar,497,12,2.98,2.79,0.4822,0.5178,0.407,0.404,0.4833,0.5167,0.5,0.5015,0.028,0.1226,0.0017,0.0699
Rell,Zyra,526,143,2.07,2.34,0.5,0.5,0.383,0.479,0.4363,0.5637,0.4836,0.5229,0.0364,0.0265,0.0666,0.0031
Brand,Nami,63,267,1.94,2.82,0.4657,0.5343,0.437,0.419,0.5542,0.4458,0.4843,0.4874,0.0165,0.0147,0.0016,0.001
Janna,Anivia,40,34,2.86,2.24,0.4425,0.5575,0.449,0.383,0.4842,0.5158,0.5141,0.5007,0.0272,0.0066,0.0017,0.0462
Swain,Pantheon,50,80,2.32,2.03,0.4749,0.5251,0.491,0.465,0.524,0.476,0.4792,0.475,0.0193,0.0303,0.0096,0.1074
Leona,Nautilus,89,111,2.67,2.24,0.535,0.465,0.441,0.43,0.5434,0.4566,0.5252,0.5034,0.1396,0.1122,0.3998,0.0565
Lulu,Nami,117,267,3.02,3.04,0.5197,0.4803,0.371,0.402,0.4973,0.5027,0.5068,0.4874,0.1701,0.0147,0.1765,0.001
Morgana,Thresh,25,412,2.55,2.44,0.53,0.47,0.453,0.407,0.5126,0.4874,0.493,0.5061,0.0487,0.2263,0.4907,0.2708
Zac,Rakan,154,497,2.95,3.06,0.5556,0.4444,0.481,0.426,0.4609,0.5391,0.5024,0.5,0.0087,0.028,0.0074,0.0017
Neeko,Sett,518,875,2.24,1.98,0.4773,0.5227,0.439,0.426,0.5294,0.4706,0.483,0.4539,0.0063,0.0402,0.0021,0.104
Rakan,Braum,497,201,2.82,3.06,0.4373,0.5627,0.397,0.352,0.4836,0.5164,0.5,0.4892,0.028,0.0151,0.0017,0.0007
Janna,Thresh,40,412,2.79,2.65,0.4376,0.5624,0.408,0.402,0.4955,0.5045,0.5141,0.5061,0.0272,0.2263,0.0017,0.2708
Brand,Morgana,63,25,1.77,2.44,0.4501,0.5499,0.421,0.434,0.5061,0.4939,0.4843,0.493,0.0165,0.0487,0.0016,0.4907
Vel'Koz,Senna,161,235,2.34,2.69,0.588,0.412,0.445,0.487,0.4903,0.5097,0.4896,0.5275,0.0151,0.1282,0.0012,0.2869
Poppy,Vel'Koz,78,161,2.41,1.9,0.5833,0.4167,0.448,0.451,0.4821,0.5179,0.4897,0.4896,0.0078,0.0151,0.0385,0.0012
Zilean,Veigar,26,45,3.24,1.87,0.5498,0.4502,0.464,0.409,0.5318,0.4682,0.5211,0.5082,0.0313,0.006,0.0063,0.0007
Gragas,Xerath,79,101,2.08,2.54,0.5,0.5,0.365,0.449,0.5037,0.4963,0.5053,0.4949,0.0145,0.0765,0.0033,0.0488
Shaco,Sett,35,875,2.93,1.88,0.4973,0.5027,0.478,0.391,0.5511,0.4489,0.5025,0.4539,0.0249,0.0402,0.2796,0.104
Braum,Taric,201,44,3.08,2.82,0.4719,0.5281,0.364,0.393,0.5443,0.4557,0.4892,0.4856,0.0151,0.0077,0.0007,0.0006
Rell,Rakan,526,497,2.37,3.08,0.4775,0.5225,0.399,0.426,0.4824,0.5176,0.4836,0.5,0.0364,0.028,0.0666,0.0017
Shen,Seraphine,98,147,2.86,2.53,0.5417,0.4583,0.45,0.434,0.5465,0.4535,0.4798,0.4769,0.0091,0.0209,0.1132,0.0064
Leona,Vel'Koz,89,161,2.24,2.22,0.5027,0.4973,0.377,0.453,0.5088,0.4912,0.5252,0.4896,0.1396,0.0151,0.3998,0.0012
Rell,Morgana,526,25,1.99,2.78,0.4205,0.5795,0.362,0.485,0.4779,0.5221,0.4836,0.493,0.0364,0.0487,0.0666,0.4907
Gragas,Shen,79,98,2.61,2.86,0.5481,0.4519,0.443,0.49,0.525,0.475,0.5053,0.4798,0.0145,0.0091,0.0033,0.1132
Veigar,Janna,45,40,2.33,2.85,0.585,0.415,0.416,0.415,0.4964,0.5036,0.5082,0.5141,0.006,0.0272,0.0007,0.0017
Taric,Braum,44,201,2.82,3.08,0.5281,0.4719,0.393,0.364,0.4557,0.5443,0.4856,0.4892,0.0077,0.0151,0.0006,0.0007
Poppy,Leona,78,89,2.3,2.65,0.4521,0.5479,0.456,0.434,0.4597,0.5403,0.4897,0.5252,0.0078,0.1396,0.0385,0.3998
Zilean,Maokai,26,57,3.1,2.13,0.506,0.494,0.453,0.387,0.504,0.496,0.5211,0.5238,0.0313,0.0516,0.0063,0.0109
Yuumi,Pyke,350,555,3.73,2.39,0.4741,0.5259,0.485,0.479,0.4953,0.5047,0.4703,0.4923,0.0658,0.0666,0.0199,0.0406
Janna,Shaco,40,35,2.75,2.49,0.4823,0.5177,0.39,0.422,0.5278,0.4722,0.5141,0.5025,0.0272,0.0249,0.0017,0.2796
Janna,Bard,40,432,2.81,2.82,0.5107,0.4893,0.417,0.454,0.4941,0.5059,0.5141,0.5076,0.0272,0.031,0.0017,0.0016
Braum,Soraka,201,16,2.71,2.99,0.5178,0.4822,0.344,0.335,0.4431,0.5569,0.4892,0.4954,0.0151,0.0255,0.0007,0.0011
Thresh,Lux,412,99,2.47,2.42,0.509,0.491,0.412,0.471,0.5079,0.4921,0.5061,0.4834,0.2263,0.041,0.2708,0.0037
Karma,Thresh,43,412,2.56,2.64,0.4858,0.5142,0.421,0.406,0.4699,0.5301,0.4778,0.5061,0.0668,0.2263,0.007,0.2708
Vel'Koz,Braum,161,201,2.51,2.41,0.5966,0.4034,0.469,0.351,0.5091,0.4909,0.4896,0.4892,0.0151,0.0151,0.0012,0.0007
Zilean,Bard,26,432,3.15,2.6,0.4886,0.5114,0.423,0.44,0.5403,0.4597,0.5211,0.5076,0.0313,0.031,0.0063,0.0016
Veigar,Rakan,45,497,2.47,2.88,0.5323,0.4677,0.459,0.392,0.5,0.5,0.5082,0.5,0.006,0.028,0.0007,0.0017
Bard,Braum,432,201,2.79,2.85,0.4587,0.5413,0.473,0.38,0.4715,0.5285,0.5076,0.4892,0.031,0.0151,0.0016,0.0007
Neeko,Karma,518,43,1.97,2.6,0.505,0.495,0.393,0.427,0.5301,0.4699,0.483,0.4778,0.0063,0.0668,0.0021,0.007
Zyra,Rakan,143,497,2.26,2.57,0.5191,0.4809,0.443,0.387,0.5484,0.4516,0.5229,0.5,0.0265,0.028,0.0031,0.0017
Lulu,Nautilus,117,111,2.99,2.44,0.4516,0.5484,0.411,0.401,0.4856,0.5144,0.5068,0.5034,0.1701,0.1122,0.1765,0.0565
Galio,Zac,3,154,2.47,2.94,0.4359,0.5641,0.475,0.46,0.4922,0.5078,0.4798,0.5024,0.0372,0.0087,0.0388,0.0074
Leona,Lux,89,99,2.38,2.41,0.5548,0.4452,0.388,0.473,0.5241,0.4759,0.5252,0.4834,0.1396,0.041,0.3998,0.0037
Zyra,Pyke,143,555,1.91,2.11,0.414,0.586,0.437,0.446,0.5174,0.4826,0.5229,0.4923,0.0265,0.0666,0.0031,0.0406
Pyke,Pantheon,555,80,2.27,1.82,0.5695,0.4305,0.466,0.441,0.4984,0.5016,0.4923,0.475,0.0666,0.0303,0.0406,0.1074
Yuumi,Janna,350,40,4.11,2.96,0.6254,0.3746,0.442,0.416,0.4549,0.5451,0.4703,0.5141,0.0658,0.0272,0.0199,0.0017
Anivia,Thresh,34,412,2.34,2.35,0.5754,0.4246,0.448,0.406,0.5279,0.4721,0.5007,0.5061,0.0066,0.2263,0.0462,0.2708
Thresh,Soraka,412,16,2.7,2.68,0.5486,0.4514,0.403,0.317,0.5049,0.4951,0.5061,0.4954,0.2263,0.0255,0.2708,0.0011
Yuumi,Neeko,350,518,4.33,2.04,0.5464,0.4536,0.473,0.408,0.5298,0.4702,0.4703,0.483,0.0658,0.0063,0.0199,0.0021
Lulu,Pantheon,117,80,3.18,1.92,0.5,0.5,0.411,0.442,0.5383,0.4617,0.5068,0.475,0.1701,0.0303,0.1765,0.1074
Senna,Lulu,235,117,2.93,3.2,0.4541,0.5459,0.5,0.394,0.5167,0.4833,0.5275,0.5068,0.1282,0.1701,0.2869,0.1765
Senna,Pantheon,235,80,2.95,1.99,0.4464,0.5536,0.533,0.451,0.5423,0.4577,0.5275,0.475,0.1282,0.0303,0.2869,0.1074
Swain,Alistar,50,12,2.53,2.45,0.5275,0.4725,0.52,0.419,0.5155,0.4845,0.4792,0.5015,0.0193,0.1226,0.0096,0.0699
Zilean,Blitzcrank,26,53,2.88,2.35,0.407,0.593,0.444,0.382,0.5182,0.4818,0.5211,0.5082,0.0313,0.1009,0.0063,0.1231
Pyke,Zyra,555,143,2.11,1.91,0.586,0.414,0.446,0.437,0.4826,0.5174,0.4923,0.5229,0.0666,0.0265,0.0406,0.0031
Yuumi,Zilean,350,26,3.97,3.17,0.6276,0.3724,0.423,0.435,0.4591,0.5409,0.4703,0.5211,0.0658,0.0313,0.0199,0.0063
Sett,Lulu,875,117,1.93,3.26,0.5013,0.4987,0.41,0.417,0.4455,0.5545,0.4539,0.5068,0.0402,0.1701,0.104,0.1765
Soraka,Leona,16,89,2.59,2.58,0.3958,0.6042,0.306,0.372,0.4745,0.5255,0.4954,0.5252,0.0255,0.1396,0.0011,0.3998
Anivia,Vel'Koz,34,161,1.92,2.24,0.4226,0.5774,0.417,0.433,0.4177,0.5823,0.5007,0.4896,0.0066,0.0151,0.0462,0.0012
Zac,Lulu,154,117,2.65,3.01,0.5609,0.4391,0.454,0.413,0.4789,0.5211,0.5024,0.5068,0.0087,0.1701,0.0074,0.1765
Zyra,Brand,143,63,2.15,1.66,0.5537,0.4463,0.416,0.401,0.5439,0.4561,0.5229,0.4843,0.0265,0.0165,0.0031,0.0016
Xerath,Zac,101,154,2.2,2.9,0.407,0.593,0.456,0.46,0.4657,0.5343,0.4949,0.5024,0.0765,0.0087,0.0488,0.0074
Yuumi,Lux,350,99,4.08,2.42,0.5978,0.4022,0.446,0.45,0.4947,0.5053,0.4703,0.4834,0.0658,0.041,0.0199,0.0037
Shaco,Shen,35,98,2.82,2.88,0.4343,0.5657,0.466,0.456,0.5036,0.4964,0.5025,0.4798,0.0249,0.0091,0.2796,0.1132
Zac,Swain,154,50,3.04,2.23,0.6111,0.3889,0.472,0.494,0.5258,0.4742,0.5024,0.4792,0.0087,0.0193,0.0074,0.0096
Braum,Veigar,201,45,3.08,2.03,0.5714,0.4286,0.367,0.416,0.5889,0.4111,0.4892,0.5082,0.0151,0.006,0.0007,0.0007
Leona,Braum,89,201,2.5,2.8,0.506,0.494,0.402,0.411,0.5171,0.4829,0.5252,0.4892,0.1396,0.0151,0.3998,0.0007
Neeko,Galio,518,3,2.21,2.35,0.4832,0.5168,0.432,0.476,0.5054,0.4946,0.483,0.4798,0.0063,0.0372,0.0021,0.0388
Vel'Koz,Rell,161,526,2.37,2.04,0.5582,0.4418,0.462,0.356,0.5153,0.4847,0.4896,0.4836,0.0151,0.0364,0.0012,0.0666
Gragas,Blitzcrank,79,53,2.16,2.56,0.4106,0.5894,0.412,0.423,0.4916,0.5084,0.5053,0.5082,0.0145,0.1009,0.0033,0.1231
Zilean,Nami,26,267,3.22,2.83,0.5255,0.4745,0.422,0.408,0.5275,0.4725,0.5211,0.4874,0.0313,0.0147,0.0063,0.001
Gragas,Zilean,79,26,2.13,3.4,0.5468,0.4532,0.386,0.461,0.4929,0.5071,0.5053,0.5211,0.0145,0.0313,0.0033,0.0063
Maokai,Sona,57,37,2.31,2.79,0.5826,0.4174,0.414,0.478,0.4735,0.5265,0.5238,0.4996,0.0516,0.0077,0.0109,0.0003
Pyke,Lux,555,99,2.14,2.09,0.5885,0.4115,0.449,0.454,0.516,0.484,0.4923,0.4834,0.0666,0.041,0.0406,0.0037
Lulu,Thresh,117,412,3.0,2.67,0.4997,0.5003,0.391,0.401,0.4966,0.5034,0.5068,0.5061,0.1701,0.2263,0.1765,0.2708
Morgana,Shen,25,98,2.6,2.6,0.5422,0.4578,0.454,0.426,0.4851,0.5149,0.493,0.4798,0.0487,0.0091,0.4907,0.1132
Swain,Zyra,50,143,2.22,1.95,0.5457,0.4543,0.456,0.42,0.5101,0.4899,0.4792,0.5229,0.0193,0.0265,0.0096,0.0031
Galio,Brand,3,63,2.36,1.97,0.5206,0.4794,0.435,0.461,0.4875,0.5125,0.4798,0.4843,0.0372,0.0165,0.0388,0.0016
Braum,Vel'Koz,201,161,2.41,2.51,0.4034,0.5966,0.351,0.469,0.4909,0.5091,0.4892,0.4896,0.0151,0.0151,0.0007,0.0012
Nami,Rell,267,526,3.31,2.02,0.5246,0.4754,0.48,0.383,0.5387,0.4613,0.4874,0.4836,0.0147,0.0364,0.001,0.0666
Lux,Vel'Koz,99,161,2.24,2.09,0.472,0.528,0.425,0.41,0.4898,0.5102,0.4834,0.4896,0.041,0.0151,0.0037,0.0012
Pantheon,Seraphine,80,147,2.13,2.5,0.594,0.406,0.459,0.439,0.5149,0.4851,0.475,0.4769,0.0303,0.0209,0.1074,0.0064
Neeko,Shen,518,98,2.08,3.05,0.5075,0.4925,0.414,0.464,0.5,0.5,0.483,0.4798,0.0063,0.0091,0.0021,0.1132
Galio,Gragas,3,79,2.59,2.3,0.5214,0.4786,0.445,0.412,0.5016,0.4984,0.4798,0.5053,0.0372,0.0145,0.0388,0.0033
Alistar,Lulu,12,117,2.53,3.16,0.4785,0.5215,0.375,0.409,0.4878,0.5122,0.5015,0.5068,0.1226,0.1701,0.0699,0.1765
Nautilus,Zyra,111,143,2.31,2.12,0.571,0.429,0.403,0.45,0.4935,0.5065,0.5034,0.5229,0.1122,0.0265,0.0565,0.0031
Shen,Maokai,98,57,2.88,2.37,0.4898,0.5102,0.476,0.425,0.5065,0.4935,0.4798,0.5238,0.0091,0.0516,0.1132,0.0109
Swain,Neeko,50,518,2.34,1.82,0.5284,0.4716,0.482,0.407,0.5369,0.4631,0.4792,0.483,0.0193,0.0063,0.0096,0.0021
Shaco,Neeko,35,518,2.37,1.84,0.4265,0.5735,0.427,0.383,0.4945,0.5055,0.5025,0.483,0.0249,0.0063,0.2796,0.0021
Alistar,Taric,12,44,2.78,2.84,0.4837,0.5163,0.393,0.396,0.5273,0.4727,0.5015,0.4856,0.1226,0.0077,0.0699,0.0006
Morgana,Thresh,25,412,2.55,2.44,0.53,0.47,0.453,0.407,0.5126,0.4874,0.493,0.5061,0.0487,0.2263,0.4907,0.2708
Gragas,Nami,79,267,2.25,3.04,0.5646,0.4354,0.382,0.458,0.4356,0.5644,0.5053,0.4874,0.0145,0.0147,0.0033,0.001
Veigar,Leona,45,89,2.37,2.28,0.4712,0.5288,0.463,0.382,0.5179,0.4821,0.5082,0.5252,0.006,0.1396,0.0007,0.3998
Lux,Yuumi,99,350,2.42,4.08,0.4022,0.5978,0.45,0.446,0.5053,0.4947,0.4834,0.4703,0.041,0.0658,0.0037,0.0199
Gragas,Alistar,79,12,2.58,2.59,0.5418,0.4582,0.423,0.41,0.4876,0.5124,0.5053,0.5015,0.0145,0.1226,0.0033,0.0699
